VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,Total_amount,Payment_type,Trip_type 


2,2014-05-01 00:00:00,2014-05-01 22:05:36,N,1,0,0,-73.977714538574219,40.687541961669922,1,.95,6.5,0.5,0.5,1.4,0,,8.9,1,1,,
2,2014-05-01 00:00:00,2014-05-01 07:52:17,N,1,0,0,0,0,1,1.95,9,0,0.5,2.25,0,,11.75,1,1,,
2,2014-05-01 00:00:00,2014-05-01 10:50:16,N,1,0,0,0,0,1,5.65,26.5,0,0.5,3,0,,30,1,1,,
2,2014-05-01 00:00:00,2014-05-01 20:50:04,N,1,0,0,0,0,1,6.88,24,0.5,0.5,0,0,,25,2,1,,
2,2014-05-01 00:00:00,2014-05-01 10:35:50,N,1,0,0,0,0,1,4.46,21,0,0.5,3,0,,24.5,1,1,,
2,2014-05-01 00:00:00,2014-05-01 11:05:11,N,1,0,0,-73.821548461914062,40.701930999755859,3,7.01,22,0,0.5,0,0,,22.5,2,1,,
2,2014-05-01 00:00:00,2014-05-01 14:58:31,N,1,0,0,-73.853340148925781,40.72711181640625,1,.93,5,0,0.5,0,0,,5.5,2,1,,
2,2014-05-01 00:00:00,2014-05-01 20:25:35,N,1,0,0,-73.990562438964844,40.719398498535156,1,2.97,13,0.5,0.5,2.7,0,,16.7,1,1,,
2,2014-05-01 00:00:00,2014-05-01 18:53:32,N,1,0,0,-73.90045166015625,40.775627136230469,1,1.93,9.5,1,0.5,0,0,,11,2,1,,
2,2014-05-01 00:00:00,2014-05-01 08:30:52,N,1,0,0,-73.997848510742188,40.578010559082031,2,.32,7,0,0.5,0,0,,7.5,2,1,,
2,2014-05-01 00:00:00,2014-05-01 10:00:13,N,1,0,0,-73.972579956054688,40.780906677246094,1,3.13,13.5,0,0.5,0,0,,14,2,1,,
2,2014-05-01 00:00:00,2014-05-01 04:39:57,N,1,0,0,-73.900810241699219,40.845382690429688,1,2.54,10.5,0.5,0.5,0,0,,11.5,2,1,,
2,2014-05-01 00:00:00,2014-05-01 20:01:23,N,1,0,0,-73.9091796875,40.762836456298828,1,4.22,20,1,0.5,5.25,0,,26.75,1,1,,
2,2014-05-01 00:00:00,2014-05-01 07:44:45,N,1,0,0,-73.897712707519531,40.776996612548828,1,1.18,8,0,0.5,0,0,,8.5,2,1,,
