vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt

VTS,2009-06-14 23:23:00,2009-06-14 23:48:00,1,17.52,-73.787441999999999,40.641525000000001,,,-73.980072000000007,40.742963000000003,Credit,45,0,,9,4.1500000000000004,58.149999999999999
VTS,2009-06-18 17:35:00,2009-06-18 17:43:00,1,1.5600000000000001,-74.009766999999997,40.722065000000001,,,-74.005697999999995,40.740186999999999,Credit,6.5,1,,1,0,8.5
VTS,2009-06-10 18:08:00,2009-06-10 18:27:00,5,3.3700000000000001,-73.983037999999993,40.761944999999997,,,-74.004745,40.718043000000002,Credit,12.5,1,,2,0,15.5
VTS,2009-06-14 23:54:00,2009-06-14 23:58:00,1,1.1100000000000001,-73.992247000000006,40.749802000000003,,,-73.985232999999994,40.739637000000002,CASH,4.9000000000000004,0.5,,0,0,5.4000000000000004
VTS,2009-06-13 13:01:00,2009-06-13 13:23:00,1,11.09,-73.949233000000007,40.776825000000002,,,-73.852693000000002,40.730032000000001,CASH,25.699999999999999,0,,0,4.1500000000000004,29.850000000000001
VTS,2009-06-10 19:43:00,2009-06-10 19:52:00,2,2.1000000000000001,-73.953652000000005,40.790582000000001,,,-73.976860000000002,40.777537000000002,Credit,7.2999999999999998,1,,2,0,10.300000000000001
VTS,2009-06-10 20:06:00,2009-06-10 20:09:00,1,0.40000000000000002,-73.966408000000001,40.767147000000001,,,-73.962125,40.770277,Credit,3.7000000000000002,0.5,,1,0,5.2000000000000002
VTS,2009-06-14 20:57:00,2009-06-14 21:08:00,2,2.2400000000000002,-73.977772999999999,40.761749999999999,,,-73.951464999999999,40.774042999999999,CASH,8.0999999999999996,0.5,,0,0,8.5999999999999996
